zone,gender,age,indigenous,fam_members,eapop,labcat,labbranch,firm_size,formality,work_hours,work_income,educ,poverty,job_tenure
urban,woman,7,other,4,0,,,,,,,2,notpoor,
urban,man,59,other,4,1,employer,trade,small,0,32,3870,6,notpoor,24
urban,woman,53,other,4,1,employee,manufacture,large,1,48,7843.333,12,notpoor,18
urban,man,16,other,4,0,,,,,,,9,notpoor,
urban,woman,15,other,4,0,,,,,,,7,notpoor,
urban,man,25,other,2,1,employee,manufacture,small,0,48,2860,12,notpoor,0.4166667
urban,woman,21,other,2,1,employee,manufacture,small,0,24,900,12,notpoor,0.25
urban,man,41,other,5,1,employee,trade,large,1,48,11333.33,17,notpoor,18
urban,woman,41,other,5,1,employee,trade,large,1,48,4183.333,14,notpoor,5
urban,man,25,other,5,0,,,,,,,13,notpoor,
urban,man,20,other,5,1,employee,manufacture,small,0,48,3000,12,notpoor,0.5
urban,man,19,other,5,0,,,,,,,11,notpoor,
urban,man,29,other,3,1,selfemployed,transportation,small,0,72,3168,12,notpoor,6
urban,woman,25,other,3,0,,,,,,,12,notpoor,
urban,man,8,other,3,0,,,,,,,2,notpoor,
urban,woman,23,other,2,1,employee,trade,medium,0,36,3158.333,12,notpoor,3
urban,woman,5,other,2,0,,,,,,,0,notpoor,
urban,man,23,other,3,1,selfemployed,trade,small,0,48,731,10,poor,3
urban,woman,23,other,3,0,,,,,,,15,poor,
urban,man,0,other,3,0,,,,,,,,poor,
urban,man,47,other,6,1,selfemployed,manufacture,small,0,24,2420,11,notpoor,27
urban,woman,43,other,6,1,employee,trade,small,0,30,3000,7,notpoor,8
urban,man,20,other,6,0,,,,,,,8,notpoor,
urban,man,17,other,6,0,,,,,,,5,notpoor,
urban,woman,15,other,6,0,,,,,,,7,notpoor,
urban,woman,7,other,6,0,,,,,,,1,notpoor,
urban,man,29,other,3,1,employee,construction,medium,0,24,2500,2,poor,0.5
urban,woman,27,other,3,0,,,,,,,12,poor,
urban,man,8,other,3,0,,,,,,,2,poor,
urban,man,34,other,3,1,employer,trade,small,0,48,800,10,poor,3
urban,woman,26,other,3,0,,,,,,,12,poor,
urban,woman,6,other,3,0,,,,,,,0,poor,
urban,man,75,other,1,1,employer,construction,small,0,48,10111,9,notpoor,0.25
urban,man,20,other,1,1,employee,construction,small,0,48,2800,9,notpoor,0.0833333
urban,man,23,other,2,1,employee,trade,medium,1,44,1800,12,notpoor,0.5
urban,woman,24,other,2,1,employee,trade,small,0,48,1885,12,notpoor,1
urban,woman,56,other,1,1,selfemployed,services,small,0,12,800,0,poor,10
urban,man,29,other,3,1,employee,construction,small,0,48,3870,12,notpoor,0.25
urban,woman,27,other,3,0,,,,,,,14,notpoor,
urban,man,5,other,3,0,,,,,,,0,notpoor,
urban,man,28,other,1,1,employee,manufacture,large,1,48,2781.667,12,notpoor,5
urban,woman,33,other,3,1,employee,trade,medium,1,48,5044,17,notpoor,5
urban,man,5,other,3,0,,,,,,,0,notpoor,
urban,man,2,other,3,0,,,,,,,,notpoor,
urban,man,47,other,5,1,selfemployed,manufacture,small,0,48,1935,12,notpoor,7
urban,woman,40,other,5,1,selfemployed,trade,small,0,14,3440,4,notpoor,5
urban,man,17,other,5,1,unpaid,manufacture,small,0,12,0,10,notpoor,2
urban,man,13,other,5,0,,,,,,,6,notpoor,
urban,woman,10,other,5,0,,,,,,,3,notpoor,
urban,man,65,other,4,1,employee,services,small,0,70,2166.667,5,notpoor,15
urban,woman,66,other,4,1,selfemployed,trade,small,0,30,600,3,notpoor,4
urban,man,19,other,4,0,,,,,,,5,notpoor,
urban,man,15,other,4,0,,,,,,,8,notpoor,
urban,man,26,other,1,1,employee,construction,large,0,48,3800,8,notpoor,0.1666667
urban,man,47,other,4,1,selfemployed,transportation,small,0,48,5100,5,notpoor,20
urban,woman,21,other,4,0,,,,,,,13,notpoor,
urban,woman,12,other,4,0,,,,,,,6,notpoor,
urban,woman,11,other,4,0,,,,,,,4,notpoor,
urban,man,21,other,3,1,employee,services,large,1,56,1400,10,notpoor,0.0833333
urban,woman,21,other,3,1,employee,manufacture,small,0,72,1400,7,notpoor,1
urban,man,1,other,3,0,,,,,,,,notpoor,
urban,woman,36,other,2,1,employee,services,,0,60,2491.667,7,notpoor,2
urban,woman,13,other,2,0,,,,,,,7,notpoor,
urban,man,28,other,5,1,employee,manufacture,medium,0,60,2200,6,poor,0.5
urban,woman,24,other,5,0,,,,,,,12,poor,
urban,woman,7,other,5,0,,,,,,,1,poor,
urban,woman,2,other,5,0,,,,,,,,poor,
urban,man,0,other,5,0,,,,,,,,poor,
urban,man,21,other,3,1,employee,services,medium,0,84,2200,12,poor,0.25
urban,woman,19,other,3,0,,,,,,,10,poor,
urban,man,1,other,3,0,,,,,,,,poor,
urban,woman,20,other,1,1,employee,trade,large,1,44,2150,12,notpoor,2
urban,woman,64,other,1,0,,,,,,,11,poor,
urban,woman,25,other,1,1,selfemployed,trade,small,0,25,1075,12,notpoor,1
urban,man,29,other,6,1,employee,manufacture,small,0,48,2850,12,poor,14
urban,woman,27,other,6,1,selfemployed,trade,small,0,18,645,12,poor,0.1666667
urban,man,8,other,6,0,,,,,,,2,poor,
urban,man,7,other,6,0,,,,,,,0,poor,
urban,woman,2,other,6,0,,,,,,,,poor,
urban,man,0,other,6,0,,,,,,,,poor,
urban,woman,47,other,4,1,selfemployed,trade,small,0,12,1500,3,notpoor,1
urban,woman,24,other,4,1,employee,trade,small,0,48,1500,12,notpoor,3
urban,woman,22,other,4,1,employee,manufacture,small,0,24,1000,12,notpoor,0.3333333
urban,woman,11,other,4,0,,,,,,,5,notpoor,
urban,man,37,other,4,1,employee,services,medium,1,40,3808.333,14,notpoor,6
urban,woman,37,other,4,0,,,,,,,12,notpoor,
urban,woman,11,other,4,0,,,,,,,5,notpoor,
urban,woman,9,other,4,0,,,,,,,3,notpoor,
urban,woman,45,other,3,1,employee,services,,0,48,1625,6,notpoor,3
urban,woman,18,other,3,0,,,,,,,12,notpoor,
urban,woman,16,other,3,0,,,,,,,10,notpoor,
urban,man,61,other,1,1,employee,construction,small,0,44,5000,1,notpoor,0.3333333
urban,man,55,other,4,1,unpaid,trade,small,0,42,0,8,notpoor,2
urban,woman,52,other,4,1,selfemployed,trade,small,0,42,8600,8,notpoor,2
urban,man,27,other,4,1,employee,trade,small,0,20,2866.667,17,notpoor,4
urban,man,16,other,4,1,unpaid,trade,small,0,20,0,9,notpoor,1
urban,man,64,other,3,0,,,,,,,5,notpoor,
urban,woman,68,other,3,0,,,,,,,0,notpoor,
urban,man,19,other,3,0,,,,,,,12,notpoor,
urban,man,24,other,4,1,selfemployed,transportation,small,0,105,1500,12,notpoor,0.75
urban,woman,26,other,4,1,employee,trade,small,0,84,1500,2,notpoor,0.25
urban,man,12,other,4,0,,,,,,,6,notpoor,
urban,man,2,other,4,0,,,,,,,,notpoor,
urban,woman,38,other,5,1,employee,services,large,0,48,4100,1,notpoor,0.75
urban,man,18,other,5,0,,,,,,,11,notpoor,
urban,man,14,other,5,0,,,,,,,6,notpoor,
urban,woman,7,other,5,0,,,,,,,0,notpoor,
urban,man,25,other,5,1,employee,manufacture,small,0,45,8891.667,12,notpoor,2
urban,man,27,other,2,1,employee,construction,small,0,60,3587.5,12,notpoor,0.0383583
urban,woman,23,other,2,0,,,,,,,12,notpoor,
urban,man,23,other,3,1,employee,trade,small,0,60,3000,8,notpoor,0.5
urban,woman,23,other,3,1,unpaid,trade,small,0,30,0,12,notpoor,0.8333333
urban,woman,2,other,3,0,,,,,,,,notpoor,
urban,woman,60,other,2,1,selfemployed,trade,small,0,84,2094.1,3,notpoor,2
urban,man,39,other,2,1,unpaid,trade,small,0,84,0,6,notpoor,2
urban,man,30,other,4,1,selfemployed,transportation,small,0,105,2728,4,notpoor,0.0383583
urban,woman,27,other,4,1,selfemployed,trade,small,0,60,2107,11,notpoor,0.0833333
urban,woman,8,other,4,0,,,,,,,2,notpoor,
urban,man,7,other,4,0,,,,,,,1,notpoor,
urban,woman,38,indigenous,2,1,selfemployed,trade,small,0,30,1200,6,notpoor,1
urban,woman,5,other,2,0,,,,,,,0,notpoor,
urban,man,32,other,6,1,selfemployed,finance,small,0,51,1520,11,poor,4
urban,woman,28,other,6,0,,,,,,,7,poor,
urban,woman,11,other,6,0,,,,,,,6,poor,
urban,man,10,other,6,0,,,,,,,3,poor,
urban,man,7,other,6,0,,,,,,,0,poor,
urban,woman,4,other,6,0,,,,,,,0,poor,
urban,woman,58,other,1,1,employee,services,,0,36,1800,10,notpoor,2
urban,man,72,other,5,1,employer,construction,medium,0,36,10000,5,notpoor,5
urban,woman,62,other,5,1,selfemployed,trade,small,0,38.5,400,5,notpoor,1
urban,man,22,other,5,0,,,,,,,14,notpoor,
urban,man,14,other,5,0,,,,,,,6,notpoor,
urban,woman,11,other,5,0,,,,,,,5,notpoor,
urban,woman,47,other,3,0,,,,,,,7,notpoor,
urban,man,17,other,3,0,,,,,,,11,notpoor,
urban,man,8,other,3,0,,,,,,,2,notpoor,
urban,man,34,other,3,1,selfemployed,construction,small,0,40,2150,12,notpoor,1
urban,woman,35,other,3,1,selfemployed,trade,small,0,30,731,12,notpoor,1
urban,man,0,other,3,0,,,,,,,,notpoor,
urban,man,26,other,3,1,employee,services,medium,0,48,7000,12,notpoor,6
urban,woman,30,other,3,1,employer,services,small,0,51,3655,14,notpoor,1
urban,woman,4,other,3,0,,,,,,,0,notpoor,
urban,woman,38,other,3,1,employer,trade,small,0,48,4955,12,notpoor,0.5
urban,woman,18,other,3,0,,,,,,,11,notpoor,
urban,woman,8,other,3,0,,,,,,,2,notpoor,
urban,man,42,other,5,1,employee,construction,medium,1,40,4400,14,poor,1
urban,woman,38,other,5,0,,,,,,,11,poor,
urban,woman,18,other,5,0,,,,,,,11,poor,
urban,woman,8,other,5,0,,,,,,,2,poor,
urban,woman,7,other,5,0,,,,,,,0,poor,
urban,man,55,indigenous,2,1,selfemployed,trade,small,0,60,11940,6,notpoor,20
urban,woman,58,other,2,1,unpaid,trade,small,0,60,0,8,notpoor,20
urban,man,31,other,5,1,selfemployed,transportation,small,0,56,2940,12,poor,2
urban,woman,26,other,5,0,,,,,,,12,poor,
urban,man,6,other,5,0,,,,,,,0,poor,
urban,woman,2,other,5,0,,,,,,,,poor,
urban,woman,0,other,5,0,,,,,,,,poor,
urban,man,58,other,3,0,,,,,,,17,poor,
urban,woman,27,other,3,0,,,,,,,16,poor,
urban,man,18,other,3,0,,,,,,,11,poor,
urban,man,26,other,5,1,employee,trade,medium,0,48,2708.333,12,poor,5
urban,woman,23,other,5,0,,,,,,,16,poor,
urban,man,9,other,5,0,,,,,,,3,poor,
urban,man,4,other,5,0,,,,,,,0,poor,
urban,man,3,other,5,0,,,,,,,,poor,
urban,man,70,other,3,1,selfemployed,transportation,small,0,42,5250,3,notpoor,45
urban,woman,23,other,3,1,selfemployed,trade,small,0,12,300,13,notpoor,2
urban,man,29,other,3,1,employee,services,small,0,70,2100,10,notpoor,0.25
urban,man,30,other,5,1,selfemployed,construction,small,0,48,3300,12,notpoor,7
urban,woman,30,other,5,1,employee,services,,0,50,1500,11,notpoor,4
urban,woman,12,other,5,0,,,,,,,6,notpoor,
urban,woman,11,other,5,0,,,,,,,4,notpoor,
urban,man,4,other,5,0,,,,,,,0,notpoor,
urban,woman,49,indigenous,2,1,unpaid,trade,small,0,42,0,8,notpoor,2
urban,man,55,indigenous,2,1,selfemployed,trade,small,0,24,3000,10,notpoor,1
urban,woman,47,other,7,1,selfemployed,trade,small,0,49,1860,2,notpoor,7
urban,man,50,other,7,1,selfemployed,construction,small,0,48,5196,6,notpoor,20
urban,woman,18,other,7,0,,,,,,,11,notpoor,
urban,man,14,other,7,0,,,,,,,7,notpoor,
urban,woman,24,other,7,1,employee,trade,medium,0,49,1600,12,notpoor,0.75
urban,woman,3,other,7,0,,,,,,,,notpoor,
urban,man,2,other,7,0,,,,,,,,notpoor,
urban,woman,51,indigenous,4,1,unpaid,trade,small,0,66,0,8,notpoor,3
urban,man,18,other,4,1,unpaid,trade,small,0,16,0,11,notpoor,1
urban,man,35,other,4,1,selfemployed,trade,small,0,77,8400,12,notpoor,2
urban,man,5,other,4,0,,,,,,,0,notpoor,
urban,man,55,other,2,1,selfemployed,transportation,small,0,108.5,1505,12,notpoor,20
urban,woman,48,other,2,0,,,,,,,11,notpoor,
urban,woman,42,other,2,1,employee,services,large,1,48,2662,12,notpoor,8
urban,woman,62,other,2,0,,,,,,,0,notpoor,
urban,man,31,other,2,1,employee,construction,medium,0,48,7665.417,17,notpoor,6
urban,man,22,other,2,0,,,,,,,14,notpoor,
urban,man,62,other,2,1,employee,trade,small,0,60,2000,6,notpoor,0.0833333
urban,woman,55,other,2,1,selfemployed,trade,small,0,8,4119.4,3,notpoor,9
urban,woman,28,other,5,1,employee,services,medium,0,12,2000,12,poor,0.0833333
urban,woman,12,other,5,0,,,,,,,5,poor,
urban,man,10,other,5,0,,,,,,,1,poor,
urban,woman,4,other,5,0,,,,,,,0,poor,
urban,man,1,other,5,0,,,,,,,,poor,
urban,man,40,other,4,1,employee,manufacture,small,0,48,1500,10,poor,1
urban,woman,38,other,4,0,,,,,,,12,poor,
urban,woman,5,other,4,0,,,,,,,0,poor,
urban,woman,0,other,4,0,,,,,,,,poor,
urban,man,59,other,2,1,selfemployed,trade,small,0,48,1500,6,notpoor,0.0383583
urban,woman,45,other,2,1,selfemployed,services,small,0,20,860,6,notpoor,10
urban,man,56,other,7,1,selfemployed,trade,small,0,60,4500,10,notpoor,9
urban,woman,37,other,7,1,selfemployed,trade,small,0,48,4500,9,notpoor,5
urban,man,21,other,7,1,employee,manufacture,medium,0,48,2290,7,notpoor,3
urban,man,19,other,7,1,employee,manufacture,medium,0,48,2150,5,notpoor,1
urban,man,16,other,7,0,,,,,,,7,notpoor,
urban,woman,13,other,7,0,,,,,,,6,notpoor,
urban,man,10,other,7,0,,,,,,,4,notpoor,
urban,man,25,other,3,1,employee,manufacture,medium,0,45,2878.333,12,notpoor,5
urban,woman,23,other,3,0,,,,,,,12,notpoor,
urban,man,50,other,3,1,employee,manufacture,medium,0,54,2250,9,notpoor,23
urban,man,48,other,6,0,,,,,,,5,notpoor,
urban,woman,44,other,6,1,selfemployed,trade,small,0,70,3397,4,notpoor,20
urban,man,24,other,6,0,,,,,,,15,notpoor,
urban,woman,18,other,6,0,,,,,,,11,notpoor,
urban,woman,16,other,6,0,,,,,,,9,notpoor,
urban,man,13,other,6,0,,,,,,,6,notpoor,
urban,man,51,other,3,1,employee,manufacture,medium,1,48,10000,15,notpoor,20
urban,woman,54,other,3,0,,,,,,,6,notpoor,
urban,woman,11,other,3,0,,,,,,,4,notpoor,
urban,man,28,other,6,1,employee,construction,medium,0,48,4800,11,poor,5
urban,woman,31,other,6,0,,,,,,,12,poor,
urban,woman,12,other,6,0,,,,,,,5,poor,
urban,man,6,other,6,0,,,,,,,0,poor,
urban,man,3,other,6,0,,,,,,,,poor,
urban,man,1,other,6,0,,,,,,,,poor,
urban,man,40,other,5,1,selfemployed,services,medium,0,40,6000,12,notpoor,4
urban,woman,39,other,5,1,employee,services,medium,1,40,2194.167,11,notpoor,3
urban,man,16,other,5,0,,,,,,,11,notpoor,
urban,woman,8,other,5,0,,,,,,,2,notpoor,
urban,man,2,other,5,0,,,,,,,,notpoor,
urban,man,36,other,1,1,employee,construction,medium,0,60,5100,11,notpoor,5
urban,man,30,other,4,1,selfemployed,transportation,small,0,60,6000,12,notpoor,2
urban,woman,29,other,4,1,employee,trade,small,0,30,1290,12,notpoor,0.3333333
urban,man,6,other,4,0,,,,,,,0,notpoor,
urban,woman,2,other,4,0,,,,,,,,notpoor,
urban,man,33,other,5,1,selfemployed,transportation,small,0,72,5100,11,notpoor,0.0833333
urban,woman,36,other,5,0,,,,,,,12,notpoor,
urban,woman,10,other,5,0,,,,,,,4,notpoor,
urban,woman,8,other,5,0,,,,,,,2,notpoor,
urban,woman,0,other,5,0,,,,,,,,notpoor,
urban,man,31,other,3,1,employee,finance,medium,1,54,11466.67,17,notpoor,4
urban,woman,29,other,3,0,,,,,,,17,notpoor,
urban,woman,1,other,3,0,,,,,,,,notpoor,
urban,man,26,other,1,1,employee,manufacture,medium,1,48,2800,12,notpoor,0.6666667
urban,man,25,other,1,1,selfemployed,services,small,0,8,1500,14,notpoor,0.5
urban,woman,32,other,4,1,employee,trade,large,1,48,2347.5,15,notpoor,2
urban,man,31,other,4,1,employee,manufacture,medium,0,48,4085,12,notpoor,0.5
urban,woman,8,other,4,0,,,,,,,1,notpoor,
urban,man,4,other,4,0,,,,,,,0,notpoor,
urban,woman,40,other,2,1,employee,services,medium,0,84,2120,17,notpoor,0.1666667
urban,woman,12,other,2,0,,,,,,,5,notpoor,
urban,man,60,other,2,1,employee,finance,small,0,48,2525,9,notpoor,38
urban,woman,60,other,2,0,,,,,,,9,notpoor,
urban,man,38,other,1,1,selfemployed,transportation,small,0,72,3300,15,notpoor,1
urban,man,59,other,2,1,selfemployed,manufacture,small,0,35,4300,5,notpoor,30
urban,woman,54,other,2,1,employee,services,large,1,40,4375,14,notpoor,7
urban,man,26,other,1,1,employee,manufacture,large,1,48,2060,13,notpoor,0.5
urban,man,43,other,6,1,employer,construction,small,0,72,5160,8,notpoor,0.0833333
urban,woman,40,other,6,1,employee,services,,0,55,2708.333,12,notpoor,5
urban,woman,18,other,6,0,,,,,,,11,notpoor,
urban,man,15,other,6,0,,,,,,,8,notpoor,
urban,woman,5,other,6,0,,,,,,,0,notpoor,
urban,woman,0,other,6,0,,,,,,,,notpoor,
urban,man,50,other,6,1,employee,construction,medium,1,40,9000,17,notpoor,0.4166667
urban,woman,48,other,6,1,selfemployed,trade,small,0,16,1505,10,notpoor,7
urban,man,24,other,6,0,,,,,,,16,notpoor,
urban,woman,20,other,6,0,,,,,,,14,notpoor,
urban,woman,16,other,6,0,,,,,,,11,notpoor,
urban,woman,12,other,6,0,,,,,,,5,notpoor,
urban,woman,28,other,1,1,employee,trade,medium,0,40,6511.583,17,notpoor,2
urban,man,27,other,3,1,selfemployed,transportation,small,0,56,3300,12,notpoor,1
urban,woman,23,other,3,1,employee,trade,medium,1,48,2000,12,notpoor,0.9166667
urban,man,2,other,3,0,,,,,,,,notpoor,
urban,woman,49,other,4,0,,,,,,,12,notpoor,
urban,man,50,other,4,1,employee,services,medium,0,72,2500,12,notpoor,0.9166667
urban,woman,25,other,4,0,,,,,,,16,notpoor,
urban,woman,22,other,4,1,employee,services,medium,1,48,3000,15,notpoor,0.5833333
urban,man,37,other,3,1,selfemployed,transportation,small,0,60,4200,11,notpoor,3
urban,woman,38,other,3,1,selfemployed,manufacture,small,0,6,774,12,notpoor,7
urban,woman,17,other,3,0,,,,,,,9,notpoor,
urban,woman,40,other,3,1,selfemployed,trade,small,0,24,4380,3,notpoor,2
urban,man,23,other,3,1,employee,trade,small,0,48,2100,12,notpoor,0.9166667
urban,man,20,other,3,1,selfemployed,services,small,0,48,4320,12,notpoor,2
urban,man,76,other,2,0,,,,,,,3,notpoor,
urban,woman,63,other,2,0,,,,,,,5,notpoor,
urban,man,39,other,5,1,selfemployed,transportation,small,0,48,4500,12,notpoor,2
urban,woman,41,other,5,1,employee,services,,0,48,2000,12,notpoor,3
urban,woman,17,other,5,0,,,,,,,11,notpoor,
urban,woman,15,other,5,0,,,,,,,9,notpoor,
urban,woman,6,other,5,0,,,,,,,0,notpoor,
urban,man,30,other,4,1,employee,trade,small,0,48,2365,11,notpoor,0.8333333
urban,woman,23,other,4,1,employee,manufacture,small,0,48,2150,9,notpoor,0.0833333
urban,woman,9,other,4,0,,,,,,,3,notpoor,
urban,woman,3,other,4,0,,,,,,,,notpoor,
urban,man,41,other,10,1,employee,trade,small,0,48,2400,5,poor,0.5833333
urban,woman,39,other,10,1,employee,services,,0,48,2406.667,1,poor,5
urban,man,17,other,10,0,,,,,,,9,poor,
urban,woman,11,other,10,0,,,,,,,5,poor,
urban,woman,10,other,10,0,,,,,,,3,poor,
urban,man,8,other,10,0,,,,,,,1,poor,
urban,man,6,other,10,0,,,,,,,0,poor,
urban,man,2,other,10,0,,,,,,,,poor,
urban,man,2,other,10,0,,,,,,,,poor,
urban,woman,80,other,10,0,,,,,,,0,poor,
urban,man,24,other,1,1,employee,construction,medium,0,48,3400,8,notpoor,0.6666667
urban,man,50,other,4,1,selfemployed,transportation,small,0,40,7440,5,notpoor,8
urban,woman,37,other,4,0,,,,,,,10,notpoor,
urban,woman,14,other,4,0,,,,,,,7,notpoor,
urban,man,2,other,4,0,,,,,,,,notpoor,
urban,man,38,other,6,1,selfemployed,transportation,small,0,56,4200,12,poor,1
urban,woman,38,other,6,0,,,,,,,8,poor,
urban,man,14,other,6,0,,,,,,,8,poor,
urban,man,11,other,6,0,,,,,,,5,poor,
urban,man,11,other,6,0,,,,,,,5,poor,
urban,woman,4,other,6,0,,,,,,,0,poor,
urban,man,23,other,2,1,employee,construction,medium,1,44,2400,8,notpoor,0.8333333
urban,man,21,other,2,1,employee,construction,medium,0,44,3000,7,notpoor,2
urban,woman,23,other,2,1,employee,trade,small,0,48,2000,9,notpoor,0.5
urban,woman,4,other,2,0,,,,,,,0,notpoor,
urban,man,31,other,4,1,selfemployed,transportation,small,0,56,3900,12,notpoor,2
urban,woman,31,other,4,1,selfemployed,trade,small,0,56,645,10,notpoor,1
urban,woman,14,other,4,0,,,,,,,8,notpoor,
urban,man,4,other,4,0,,,,,,,0,notpoor,
urban,woman,60,other,2,1,selfemployed,trade,small,0,60,3900,2,notpoor,10
urban,woman,16,other,2,0,,,,,,,7,notpoor,
urban,woman,30,other,3,1,employee,services,large,1,36,4381.333,17,notpoor,3
urban,man,31,other,3,1,selfemployed,transportation,small,0,84,6000,12,notpoor,10
urban,man,3,other,3,0,,,,,,,,notpoor,
urban,man,23,other,1,1,employee,trade,small,0,72,2166.667,12,notpoor,2
urban,woman,28,other,3,1,employer,manufacture,small,0,30,6800,12,notpoor,4
urban,man,33,other,3,1,employee,construction,medium,0,44,4000,17,notpoor,1
urban,woman,7,other,3,0,,,,,,,0,notpoor,
urban,man,44,other,4,1,employee,trade,medium,1,48,3000,12,notpoor,1
urban,woman,45,other,4,1,employee,services,medium,0,40,3091.667,12,notpoor,4
urban,man,26,other,4,0,,,,,,,13,notpoor,
urban,man,19,other,4,0,,,,,,,12,notpoor,
urban,man,51,other,5,1,unpaid,services,small,0,84,0,12,poor,8
urban,woman,47,other,5,1,selfemployed,services,small,1,84,2650,17,poor,8
urban,man,16,other,5,0,,,,,,,9,poor,
urban,woman,21,other,5,0,,,,,,,15,poor,
urban,man,3,other,5,0,,,,,,,,poor,
urban,man,49,other,4,1,selfemployed,trade,small,0,40,2800,12,poor,5
urban,woman,48,other,4,0,,,,,,,8,poor,
urban,woman,18,other,4,0,,,,,,,11,poor,
urban,man,13,other,4,0,,,,,,,7,poor,
urban,man,32,other,4,1,selfemployed,transportation,small,0,84,5400,12,notpoor,2
urban,woman,32,other,4,0,,,,,,,12,notpoor,
urban,man,10,other,4,0,,,,,,,4,notpoor,
urban,man,8,other,4,0,,,,,,,1,notpoor,
urban,man,62,other,3,1,employer,trade,small,0,48,8428,11,notpoor,5
urban,woman,50,other,3,1,employee,trade,medium,0,48,2200,12,notpoor,0.75
urban,man,17,other,3,0,,,,,,,10,notpoor,
urban,man,60,other,2,1,selfemployed,construction,small,0,20,6000,12,notpoor,0.8333333
urban,man,12,other,2,0,,,,,,,5,notpoor,
urban,man,31,other,4,1,employee,finance,medium,1,48,5483.333,17,notpoor,3
urban,woman,31,other,4,1,employee,services,large,1,42,4000,17,notpoor,0.5
urban,man,13,other,4,0,,,,,,,5,notpoor,
urban,woman,1,other,4,0,,,,,,,,notpoor,
urban,man,75,other,1,0,,,,,,,12,notpoor,
urban,man,37,other,3,1,employee,construction,small,0,54,3010,10,notpoor,10
urban,woman,40,other,3,0,,,,,,,12,notpoor,
urban,woman,10,other,3,0,,,,,,,4,notpoor,
urban,man,40,other,1,1,selfemployed,trade,small,0,66,3000,6,notpoor,2
urban,man,31,other,5,1,employee,transportation,medium,0,54,3800,12,poor,0.5
urban,woman,29,other,5,0,,,,,,,12,poor,
urban,woman,7,other,5,0,,,,,,,1,poor,
urban,man,5,other,5,0,,,,,,,0,poor,
urban,man,2,other,5,0,,,,,,,,poor,
urban,woman,67,other,2,0,,,,,,,5,notpoor,
urban,man,71,other,2,0,,,,,,,8,notpoor,
urban,man,26,other,3,1,employee,trade,small,0,48,2760,15,notpoor,0.1666667
urban,woman,20,other,3,1,selfemployed,manufacture,small,0,20,1800,14,notpoor,0.5
urban,woman,21,other,3,1,employee,services,medium,0,8,800,15,notpoor,0.3333333
urban,man,59,other,3,1,employee,services,medium,1,48,1800,12,notpoor,2
urban,woman,54,other,3,0,,,,,,,12,notpoor,
urban,woman,15,other,3,0,,,,,,,8,notpoor,
urban,woman,21,other,3,1,employee,services,,0,20,1500,12,notpoor,0.4166667
urban,man,18,other,3,1,employee,manufacture,small,0,30,1500,12,notpoor,1
urban,woman,18,other,3,0,,,,,,,12,notpoor,
urban,man,24,indigenous,5,1,selfemployed,construction,medium,0,48,4730,12,notpoor,5
urban,woman,21,indigenous,5,0,,,,,,,12,notpoor,
urban,man,4,indigenous,5,0,,,,,,,0,notpoor,
urban,man,1,indigenous,5,0,,,,,,,,notpoor,
urban,woman,0,indigenous,5,0,,,,,,,,notpoor,
urban,woman,31,other,8,1,selfemployed,trade,small,0,28,2100,12,notpoor,6
urban,man,63,other,8,1,selfemployed,transportation,small,0,70,4500,15,notpoor,10
urban,woman,11,other,8,0,,,,,,,5,notpoor,
urban,woman,10,other,8,0,,,,,,,4,notpoor,
urban,man,8,other,8,0,,,,,,,0,notpoor,
urban,man,7,other,8,0,,,,,,,0,notpoor,
urban,man,3,other,8,0,,,,,,,,notpoor,
urban,man,64,other,8,0,,,,,,,12,notpoor,
urban,woman,50,other,8,0,,,,,,,0,notpoor,
urban,woman,40,other,2,1,employee,services,large,1,30,3506.667,14,notpoor,5
urban,woman,7,other,2,0,,,,,,,0,notpoor,
urban,woman,36,other,6,1,employee,services,medium,0,40,3000,10,notpoor,0.0383583
urban,woman,19,other,6,0,,,,,,,12,notpoor,
urban,man,17,other,6,0,,,,,,,10,notpoor,
urban,man,13,other,6,0,,,,,,,7,notpoor,
urban,man,11,other,6,0,,,,,,,5,notpoor,
urban,man,9,other,6,0,,,,,,,2,notpoor,
urban,woman,36,other,3,1,employee,services,large,1,20,3973.333,17,notpoor,12
urban,man,18,other,3,0,,,,,,,12,notpoor,
urban,woman,10,other,3,0,,,,,,,3,notpoor,
urban,man,38,other,5,1,employee,trade,medium,1,44,4033.333,12,notpoor,7
urban,woman,38,other,5,1,employee,services,medium,1,50,1866.667,12,notpoor,3
urban,woman,16,other,5,0,,,,,,,9,notpoor,
urban,woman,13,other,5,0,,,,,,,7,notpoor,
urban,woman,11,other,5,0,,,,,,,5,notpoor,
urban,man,40,other,3,1,employee,manufacture,medium,1,48,2741.667,12,notpoor,10
urban,woman,19,other,3,0,,,,,,,13,notpoor,
urban,man,17,other,3,0,,,,,,,10,notpoor,
urban,woman,61,other,2,0,,,,,,,12,notpoor,
urban,man,58,other,2,1,employee,trade,small,0,48,2166.667,8,notpoor,6
urban,woman,27,other,1,1,employee,services,medium,0,50,2000,17,notpoor,1
urban,man,31,other,5,1,employee,manufacture,large,1,40,5934.667,13,notpoor,3
urban,woman,34,other,5,1,employee,services,medium,1,30,2202.667,14,notpoor,3
urban,woman,9,other,5,0,,,,,,,2,notpoor,
urban,woman,4,other,5,0,,,,,,,0,notpoor,
urban,woman,1,other,5,0,,,,,,,,notpoor,
urban,woman,74,other,4,0,,,,,,,15,notpoor,
